Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
K2379,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,106.678,16.921,,,,,,,106.678,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K2411,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,23.477,10.42,,,,,,,23.477,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K2427,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,45.944,4.59,,,,,,,45.944,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K2514,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,18.786,12.154,,,,,,,18.786,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K2607,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,43.398,6.887,,,,,,,43.398,,,1.20.17.P1,,,,,,,,,,,,,,,,,,,,,,,
K2617,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,36.822,1.428,,,,,,,36.822,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K2638,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,15.221,0.795,,,,,,,15.221,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K2654,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,6.339,13.459,,,,,,,6.339,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K2758,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,105.002,4.59,,,,,,,105.002,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K2815,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,42.016,9.648,,,,,,,42.016,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K2839,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,15.944,2.179,,,,,,,15.944,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K2952,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,53.216,2.628,,,,,,,53.216,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K3012,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,18.899,38.506,,,,,,,18.899,,,1.20.17.P1,,,,,,,,,,,,,,,,,,,,,,,
K3024,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,11.278,2.437,Yes,8-Feb-17,,,32.555,6.139,21.9165,,,12.7.16.P2,2.8.17.P2,,,,,,,,,,,,,,,,,,,,,,
K3055,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,46.963,4.289,,,,,,,46.963,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K3080,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,10.156,12.319,,,,,,,10.156,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K3081,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,48.638,41.475,,,,,,,48.638,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K3095,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,16.741,16.083,,,,,,,16.741,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K3213,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,20.69,1.066,,,,,,,20.69,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K3330,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,9.533,27.628,,,,,,,9.533,,,1.20.17.P1,,,,,,,,,,,,,,,,,,,,,,,
K3380,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,34.999,0.281,,,,,,,34.999,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K3440,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,42.22,7,,,,,,,42.22,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K3449,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,6.329,38.789,,,,,,,6.329,,,1.20.17.P2,,,,,,,,,,,,,,,,,,,,,,,
K3487,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,17.864,19.473,,,,,,,17.864,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K3590,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,44.279,1.696,,,,,,,44.279,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K3607,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,20.61,5.575,Yes,8-Feb-17,,,26.527,10.682,23.5685,,,12.7.16.P2,2.8.17.P2,,,,,,,,,,,,,,,,,,,,,,
K3759,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,20.108,4.774,,,,,,,20.108,,,12.7.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K3778,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,7.038,10.522,Yes,15-Feb-17,,,10.311,16.296,8.6745,,,12.7.16.P2,2.15.17.P2,,,,,,,,,,,,,,,,,,,,,,
K3943,,,,Yes,,,,1000,Dantzer,FVK,20-Jan-17,,100,,10,,28.676,9.417,,,,,,,28.676,,,1.20.17.P1,,,,,,,,,,,,,,,,,,,,,,,
K5010,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,12.077,8.956,,,,,,,12.077,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5084,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,19.842,3.713,,,,,,,19.842,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5125,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,17.098,0.098,,,,,,,17.098,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5290,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,11.797,13.766,,,,,,,11.797,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5299,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,18.632,6.625,,,,,,,18.632,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5409,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,16.402,8.163,,,,,,,16.402,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5417,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,9.098,12.876,,,,,,,9.098,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5451,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,15.163,9.891,,,,,,,15.163,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5508,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,25.356,4.587,,,,,,,25.356,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5525,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,5.591,11.626,,,,,,,5.591,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5595,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,2.233,25.786,,,,,,,2.233,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5601,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,3.485,4.075,,,,,,,3.485,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5645,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,7.165,8.154,,,,,,,7.165,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5678,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,3.792,51.795,,,,,,,3.792,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5701,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,28.551,11.207,,,,,,,28.551,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5710,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,20.253,,,,,,,,20.253,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5715,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,1.501,44.632,,,,,,,1.501,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5716,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,12.695,2.188,,,,,,,12.695,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5792,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,3.166,9.801,,,,,,,3.166,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5795,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,2.741,1.737,,,,,,,2.741,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5845,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,20.542,7.503,,,,,,,20.542,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5865,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,18.21,7.621,,,,,,,18.21,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5866,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,62.905,7.854,,,,,,,62.905,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5869,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,8.557,6.715,,,,,,,8.557,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5874,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,15.553,6.966,,,,,,,15.553,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5881,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,8.717,11.513,,,,,,,8.717,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5883,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,3.801,19.719,,,,,,,3.801,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5892,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,0.958,19.286,,,,,,,0.958,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K5902,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,19.165,14.813,,,,,,,19.165,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K5903,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,0.528,31.434,,,,,,,0.528,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5962,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,7.149,1.519,,,,,,,7.149,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K5996,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,17.857,8.529,,,,,,,17.857,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6021,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,0.256,,,,,,,,0.256,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6031,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,4.524,22.953,,,,,,,4.524,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6038,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,21.902,5.99,,,,,,,21.902,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6071,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,12.386,9.954,,,,,,,12.386,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6083,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,8.246,12.126,,,,,,,8.246,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6086,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,1.293,,,,,,,,1.293,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6088,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,10.439,2.791,,,,,,,10.439,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6090,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,41.684,7.894,,,,,,,41.684,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6100,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,38.205,3.222,,,,,,,38.205,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6165,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,14.642,2.726,,,,,,,14.642,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6177,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,40.293,7.392,,,,,,,40.293,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6189,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,29.075,6.437,,,,,,,29.075,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6205,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,4.306,18.402,,,,,,,4.306,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6226,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,4.587,26.858,,,,,,,4.587,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6252,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,26.925,1.793,,,,,,,26.925,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6270,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,27.83,22.229,,,,,,,27.83,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6276,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,25.401,3.516,,,,,,,25.401,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6351,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,9.063,8.181,,,,,,,9.063,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6396,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,3.092,9.051,,,,,,,3.092,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K6445,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,10.632,22.628,,,,,,,10.632,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6452,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,5.287,26.512,,,,,,,5.287,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K6455,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,44.785,6.755,,,,,,,44.785,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6456,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,24.311,10.225,,,,,,,24.311,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6463,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,8.485,8.649,,,,,,,8.485,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6471,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,12.644,10.147,,,,,,,12.644,,,11.30.16.P1,,,,,,,,,,,,,,,,,,,,,,,
K6482,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,6.586,1.185,,,,,,,6.586,,,11.30.16.P2,,,,,,,,,,,,,,,,,,,,,,,
K6584,,,,Yes,,,,1000,Dantzer,FVK,30-Nov-16,,100,,10,,9.036,0,,,,,,,9.036,,,11.30.16.P3,,,,,,,,,,,,,,,,,,,,,,,
K660,,,,Yes,,,,1000,Dantzer,FVK,8-Dec-16,,100,,10,,60.79,2.888,,,,,,,60.79,,,12.7.16.P1,,,,,,,,,,,,,,,,,,,,,,,
P0009,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,86.877,7.956,No,,,,,,86.877,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0038 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,10.137,7.459,No,,,,,,10.137,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0053,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,17.279,8.945,No,,,,,,17.279,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0054,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,18.36,5.202,No,,,,,,18.36,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0064 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,29.446,29.744,Yes,19-Nov-15,100,10,24.826,26.588,27.13625,,,11.17.15.P2,11.19.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P0091 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,43.379,7.037,No,,,,,,43.379,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0119,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,54.426,0.864,No,,,,,,54.426,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0123,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,5.858,51.18,Yes,22-Nov-15,100,10,15.577,2.859,15.577,,,11.20.15.P6,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,
P0137 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,13.503,32.453,Yes,19-Nov-15,100,10,16.213,12.445,16.213,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0208 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,5.372,64.222,Yes,12-Nov-15,100,10,4.061,8.647,4.061,,,11.10.15.P2,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0330,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,19.156,9.182,No,,,,,,19.156,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0448,,,,Yes,,,,1000,Dantzer,FVK,24-Nov-15,,100,,10,,3.509,4.675,,,,,,,3.509,,,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0606,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,24.408,12.972,No,,,,,,24.408,,,11.19.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0617 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,34.552,6.504,No,,,,,,34.552,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0637 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,5.185,11.256,No,,,,,,5.185,,,11.10.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0644 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,18.015,12.512,No,,,,,,18.015,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P0721 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,10.187,26.875,Yes,19-Nov-15,100,10,10.096,47.074,10.14175,,,11.17.15.P2,11.19.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P0730 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,53.886,2.877,No,,,,,,53.886,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0827 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,10.352,10.688,No,,,,,,10.352,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0830 ,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,30.956,17.591,Yes,12-Nov-15,100,10,20.493,14.608,20.493,,,11.10.15.P1,11.12.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0865,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,24.525,8.553,No,,,,,,24.525,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P0868,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,11.436,20.399,Yes,17-Dec-15,100,10,13.85,5.073,13.85,,,11.22.15.P5,12.17.15.P3,,,,,,,,,,,,,,,,,,,,,,
P0877,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,0.006,,No,19-Nov-15,100,10,21.739,4.867,21.739,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0885,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,18.418,13.938,No,,,,,,18.418,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0908,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,6.713,11.651,No,,,,,,6.713,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P0911,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,59.921,23.126,Yes,19-Nov-15,100,10,46.404,3.523,46.404,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0915 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,6.617,6.509,No,,,,,,6.617,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P0916 ,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,13.345,15.762,Yes,24-Nov-15,100,10,27.371,1.981,27.371,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P0925,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,40.376,12.415,No,,,,,,40.376,,,11.17.15.P4,,,,,,,,,,,,,,,,,,,,,,,
P0928,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,104.708,9.659,No,,,,,,104.708,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0943,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,47.773,0.523,No,,,,,,47.773,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0962,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,49.044,3.154,No,,,,,,49.044,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0981,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,60.154,6.372,No,,,,,,60.154,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0993,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,31.15,26.768,Yes,24-Nov-15,100,10,31.086,3.936,31.086,,,11.22.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1034 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,35.858,18.815,Yes,19-Nov-15,100,10,23.924,9.281,23.924,,,11.17.15.P2,11.19.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1042 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,43.425,1.203,No,,,,,,43.425,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1046,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,18.647,4.849,No,,,,,,18.647,,,11.3.15.P3,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1068 ,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,36.968,1.988,No,,,,,,36.968,,,11.3.15.P3,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1080,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,23.028,5.989,No,,,,,,23.028,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1083,,,,Yes,,,,1000,Dantzer,FVK,22-Nov-15,,100,,10,,37.637,5.529,No,,,,,,37.637,,,11.22.15.P5,,,,,,,,,,,,,,,,,,,,,,,
P1089 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,6.947,6.136,No,,,,,,6.947,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1092,,,,Yes,,,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,51.9,30.256,Yes,10-Nov-15,100,10,25.595,32.737,38.747,,,11.4.15.P1,11.10.15.P1,,Y,,,,,,,,,,,,,,,,,,,,
P1099,,,,Yes,,,,1000,Dantzer,FVK,10-Nov-15,,100,,10,,22.973,13.282,No,,,,,,22.973,,,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1100,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,30.63,8.394,No,,,,,,30.63,,,11.20.15.P6,,,,,,,,,,,,,,,,,,,,,,,
P1128,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,7.879,3.022,No,,,,,,7.879,,,11.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1185,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,12.092,2.515,No,,,,,,12.092,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1205 ,,,,Yes,,,,1000,Dantzer,FVK,19-Nov-15,,100,,10,,8.898,3.124,No,,,,,,8.898,,,11.19.15.P3,,,,,,,,,,,,,,,,,,,,,,,
P1207 ,,,,Yes,,,,1000,Dantzer,FVK,20-Nov-15,,100,,10,,9.065,9.205,No,,,,,,9.065,,,11.20.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P1212 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,19.257,2.894,No,,,,,,19.257,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
P1213 ,,,,Yes,,,,1000,Dantzer,FVK,17-Nov-15,,100,,10,,7.054,11.821,No,,,,,,7.054,,,11.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
