Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
 13-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,172.216,,,,,,,,172.216,27.022,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 13-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,34.23,,,,,,,,34.23,6.162,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 14-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,7.664,,,,,,,,7.664,4.826,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 14-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,95.122,,,,,,,,95.122,11.378,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 15-06,,,923,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,22.776,,,,,,,,22.776,7.756,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 15-07,,,1039,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,64.461,,,,,,,,64.461,6.811,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 16-07,,,1106,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,27.773,,,,,,,,27.773,6.157,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 17-07,,,1129,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,12.68,,,,,,,,12.68,2.989,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 18-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,41.256,,,,,,,,41.256,6.495,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 19-07,,,925,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,9.428,,,,,,,,9.428,2.779,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 2-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,38.809,,,,,,,,38.809,24.308,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 2-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,101.91,,,,,,,,101.91,14.434,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 20-07,,,1148,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,15.719,,,,,,,,15.719,5.03,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 21-07,,,1022,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,35.285,,,,,,,,35.285,8.781,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 3-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,72.585,,,,,,,,72.585,9.874,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 3-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,154.39,,,,,,,,154.39,27.663,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 4-06,,,951,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,70.933,,,,,,,,70.933,8.713,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 4-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,32.965,,,,,,,,32.965,10.062,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 5-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,93.57,,,,,,,,93.57,45.193,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 5-07,,,820,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,67.372,,,,,,,,67.372,15.115,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 6-06,,,858,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,62.063,,,,,,,,62.063,13.599,,C.LTGrid.2008.14,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
 6-07,,,900,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,36.998,,,,,,,,36.998,9.023,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 7-06,,,1114,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,59.959,,,,,,,,59.959,39.533,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 7-07,,,1211,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,22.986,,,,,,,,22.986,20.708,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 8-06,,,,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,117.341,,,,,,,,117.341,35.363,,C.LTGrid.2008.14,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
 8-07,,,728,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,28.568,,,,,,,,28.568,15.882,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
 9-06,,,953,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,,32.33333333,9,5.6,10,93.503,,,,,,,,93.503,23.141,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
 9-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,12.625,,,,,,,,12.625,6.287,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
100-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,,32.33333333,9,,10,,,,,,,,,,4.428,,,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
101-07,,,,,Yes,,,1000,Boonstra,BJD,19-May-11,,32.33333333,9,10,10,,,,,,,,,,16.188,,C.2011.3,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
102-07,,,,,Yes,,,1000,Boonstra,BJD,19-May-11,,32.33333333,9,10,10,,,,,,,,,,38.208,,C.2011.3,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
103-07,,,,,Yes,,,1000,Boonstra,BJD,19-May-11,,32.33333333,9,10,10,,,,,,,,,,36.242,,C.2011.3,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
104-07,,,,,Yes,,,1000,Boonstra,BJD,19-May-11,,32.33333333,9,10,10,,,,,,,,,,4.192,,C.2011.3,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
105-07,,,,,Yes,,,1000,Boonstra,BJD,19-May-11,,32.33333333,9,10,10,,,,,,,,,,17.725,,C.2011.3,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
106-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,10.067,,,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
107-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,2.581,,,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
108-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,51.184,7.6,,,,,,,51.184,20.307,,C.2011.2,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
109-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,34.326,3.7,,,,,,,34.326,15.857,,C.2011.2,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
110-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,67.893,1.1,,,,,,,67.893,41.438,,C.2011.2,,T.2007.3,,,,,,,,,,,,,,,,,,,,,
111-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.45,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
112-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.029,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
113-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,17.714,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
114-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,19.818,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
115-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,8.816,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
116-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,9.09,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
118-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,18.904,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
119-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.738,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
120-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.985,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
121-07,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,3.168,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
122-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,20.351,1.7,,,,,,,20.351,10.073,,C.2011.2,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
123-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,13.121,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
124-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,4.474,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
125-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,2.036,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
126-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,2.644,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
127-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,5.195,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
128-07,,,910,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,18.302,,,,,,,,18.302,5.207,,C.2007.4,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
129-07,,,1109,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,7.104,,,,,,,,7.104,16.201,,C.2007.4,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
130-07,,,953,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,7.625,,,,,,,,7.625,14.299,,C.2007.4,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
131-07,,,,,Yes,,,1000,Boonstra,BJD,15-Apr-09,4/15/09,32.33333333,9,,10,,,,,,,,,,5.559,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
132-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,70.331,10.3,,,,,,,70.331,13.84,,C.2011.2,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
133-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,3.127,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
134-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,4.253,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
135-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,4.923,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
136-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,14.003,5.1,,,,,,,14.003,9.864,,C.2011.2,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
137-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,9.864,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
138-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,27.491,10.8,,,,,,,27.491,6.712,,C.2011.2,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
139-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,3.427,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
140-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,32.33333333,9,,10,,,,,,,,,,3.506,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
141-07,,,1046,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/15/09,32.33333333,9,5.6,10,71.659,,,,,,,,71.659,13.559,,C.2007.4,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
142-07,,,1101,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/17/09,32.33333333,9,10,10,24.722,16.7,,,,,,,24.722,28.732,,C.2011.2,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
143-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,,9,,10,,,,,,,,,,5.385,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
144-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,,9,,10,,,,,,,,,,2.784,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
145-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,,9,,10,,,,,,,,,,8.815,,,,T.2007.4,,,,,,,,,,,,,,,,,,,,,
146-07,,,,,Yes,,,1000,Boonstra,BJD,,4/15/09,,9,,10,,,,,,,,,,11.455,,,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
147-07,,Y,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,4/15/09,32.33333333,9,5.6,10,14.281,1.5,,,,,,,14.281,4.916,,C.2011.56,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
148-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,4/15/09,32.33333333,9,5.6,10,15.057,2.4,,,,,,,15.057,9.852,,C.2011.56,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
149-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,4/15/09,32.33333333,9,5.6,10,10.219,,,,,,,,10.219,2.763,,C.2011.56,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
150-07,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,4/15/09,32.33333333,9,10,10,34.296,4.1,,,,,,,34.296,10.358,,C.2011.2,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
151-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,4/15/09,32.33333333,9,5.6,10,43.489,6.2,,,,,,,43.489,5.873,,C.2011.56,,T.HighCVs.Field2,,,,,,,,,,,,,,,,,,,,,
152-07,,,1247,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,22.741,,,,,,,,22.741,4.679,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
153-07,,,1302,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,50.077,,,,,,,,50.077,7.168,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
154-07,,,1208,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,18.302,,,,,,,,18.302,4.404,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
155-07,,,1253,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,7.104,,,,,,,,7.104,3.363,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
156-07,,,1322,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,7.625,,,,,,,,7.625,3.168,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
157-07,,,1557,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,11.84,,,,,,,,11.84,4.225,,C.LTGrid.2008.14,,T.LTGrid.2008.16,,,,,,,,,,,,,,,,,,,,,
158-07,,,1324,Yes,Yes,,,1000,Boonstra,BJD,17-Apr-09,4/17/09,32.33333333,9,5.6,10,6.772,,,,,,,,6.772,1.903,,C.LTGrid.2008.14,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
22-07,,,958,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,18.939,,,,,,,,18.939,7.036,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
23-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,11.715,,,,,,,,11.715,3.824,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
24-07,,,1121,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,14.033,,,,,,,,14.033,3.578,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
25-07,,,1201,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,34.628,,,,,,,,34.628,5.131,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
26-07,,,1000,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,37.247,,,,,,,,37.247,6.042,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
27-07,,,1115,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,28.71,,,,,,,,28.71,7.781,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
28-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,6.433,,,,,,,,6.433,6.85,,C.2007.1,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
29-07,,,1433,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,15.775,,,,,,,,15.775,4.744,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
30-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,36.48,,,,,,,,36.48,7.9,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
31-07,,,1126,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,21.672,,,,,,,,21.672,5.785,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
32-07,,,840,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,40.082,,,,,,,,40.082,7.366,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
33-07,,,1036,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,25.121,,,,,,,,25.121,5.687,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
34-07,,,934,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,48.954,,,,,,,,48.954,6.779,,C.2007.1,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
35-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,21.883,,,,,,,,21.883,7.162,,C.2007.1,,T.2007.1,,,,,,,,,,,,,,,,,,,,,
36-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,10.439,,,,,,,,10.439,2.795,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
37-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,42.66,,,,,,,,42.66,5.377,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
38-07,,,1046,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,91.121,,,,,,,,91.121,7.082,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
39-07,,,1214,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,49.466,,,,,,,,49.466,5.8,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
40-07,,,715,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,36.198,,,,,,,,36.198,4.714,,C.2007.2,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
41-07,,,1250,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,44.911,,,,,,,,44.911,7.207,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
42-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,117.042,,,,,,,,117.042,10.555,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
43-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,65.144,,,,,,,,65.144,9.678,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
44-07,,,1000,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,14.963,,,,,,,,14.963,3.827,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
45-07,,,956,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,40.029,,,,,,,,40.029,8.008,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
46-07,,,940,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,35.512,,,,,,,,35.512,8.223,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
47-07,,Y,1112,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,38.345,,,,,,,,38.345,7.898,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
48-07,,,1030,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,32.832,,,,,,,,32.832,10.034,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
49-07,,,1030,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,12.722,,,,,,,,12.722,8.124,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
50-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,21.116,,,,,,,,21.116,13.281,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
51-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,130.349,,,,,,,,130.349,9.502,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
52-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,107.087,,,,,,,,107.087,8.037,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
53-07,,,1128,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,59.152,,,,,,,,59.152,5.344,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
54-07,,,855,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,122.701,,,,,,,,122.701,7.839,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
55-07,,,806,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,158.109,,,,,,,,158.109,10.556,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
56-07,,,936,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,33.692,,,,,,,,33.692,6.145,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
57-07,,,1137,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,46.545,,,,,,,,46.545,12.294,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
58-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,62.617,,,,,,,,62.617,17.302,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
59-07,,,936,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,40.253,,,,,,,,40.253,8.178,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
60-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,10.628,,,,,,,,10.628,2.016,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
61-07,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,25.909,,,,,,,,25.909,3.344,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
62-07,,,2008,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,32.33333333,9,5.6,10,98.4,,,,,,,,98.4,8.257,,C.2007.2,,T.2007.2,,,,,,,,,,,,,,,,,,,,,
